match_id,batting_team,bowling_team,Balls Remaining,Current Score,Total Score,Wickets,Home,Toss,diff,Runrate,Partnership,Runs per wicket
11343,Kings XI Punjab,Kolkata Knight Riders,119,0,186,0,1,0,-1,0,0,13
11343,Kings XI Punjab,Kolkata Knight Riders,118,1,186,0,1,0,-1,3,1,13
11343,Kings XI Punjab,Kolkata Knight Riders,117,1,186,0,1,0,-1,2,1,13
11343,Kings XI Punjab,Kolkata Knight Riders,116,2,186,0,1,0,-1,3,2,13
11343,Kings XI Punjab,Kolkata Knight Riders,115,6,186,0,1,0,-1,7.2,6,13
11343,Kings XI Punjab,Kolkata Knight Riders,114,10,186,0,1,0,-1,10,10,13
11343,Kings XI Punjab,Kolkata Knight Riders,113,10,186,0,1,0,-1,8.571428571,10,13
11343,Kings XI Punjab,Kolkata Knight Riders,112,11,186,0,1,0,-1,8.25,11,13
11343,Kings XI Punjab,Kolkata Knight Riders,111,11,186,0,1,0,-1,7.333333333,11,13
11343,Kings XI Punjab,Kolkata Knight Riders,110,13,186,0,1,0,-1,7.8,13,13
11343,Kings XI Punjab,Kolkata Knight Riders,109,13,186,0,1,0,-1,7.090909091,13,13
11343,Kings XI Punjab,Kolkata Knight Riders,108,13,186,0,1,0,-1,6.5,13,13
11343,Kings XI Punjab,Kolkata Knight Riders,107,13,186,0,1,0,-1,6,13,13
11343,Kings XI Punjab,Kolkata Knight Riders,106,13,186,0,1,0,-1,5.571428571,13,13
11343,Kings XI Punjab,Kolkata Knight Riders,105,13,186,1,1,0,-1,5.2,0,9
11343,Kings XI Punjab,Kolkata Knight Riders,104,17,186,1,1,0,-1,6.375,4,9
11343,Kings XI Punjab,Kolkata Knight Riders,103,18,186,1,1,0,-1,6.352941176,5,9
11343,Kings XI Punjab,Kolkata Knight Riders,102,19,186,1,1,0,-1,6.333333333,6,9
11343,Kings XI Punjab,Kolkata Knight Riders,101,20,186,1,1,0,-1,6.315789474,7,9
11343,Kings XI Punjab,Kolkata Knight Riders,100,20,186,1,1,0,-1,6,7,9
11343,Kings XI Punjab,Kolkata Knight Riders,99,21,186,1,1,0,-1,6,8,9
11343,Kings XI Punjab,Kolkata Knight Riders,98,21,186,1,1,0,-1,5.727272727,8,9
11343,Kings XI Punjab,Kolkata Knight Riders,97,21,186,1,1,0,-1,5.47826087,8,9
11343,Kings XI Punjab,Kolkata Knight Riders,96,22,186,1,1,0,-1,5.5,9,9
11343,Kings XI Punjab,Kolkata Knight Riders,95,22,186,2,1,0,-1,5.28,0,70
11343,Kings XI Punjab,Kolkata Knight Riders,94,22,186,2,1,0,-1,5.076923077,0,70
11343,Kings XI Punjab,Kolkata Knight Riders,93,22,186,2,1,0,-1,4.888888889,0,70
11343,Kings XI Punjab,Kolkata Knight Riders,92,22,186,2,1,0,-1,4.714285714,0,70
11343,Kings XI Punjab,Kolkata Knight Riders,91,26,186,2,1,0,-1,5.379310345,4,70
11343,Kings XI Punjab,Kolkata Knight Riders,90,28,186,2,1,0,-1,5.6,6,70
11343,Kings XI Punjab,Kolkata Knight Riders,89,30,186,2,1,0,-1,5.806451613,8,70
11343,Kings XI Punjab,Kolkata Knight Riders,88,31,186,2,1,0,-1,5.8125,9,70
11343,Kings XI Punjab,Kolkata Knight Riders,87,33,186,2,1,0,-1,6,11,70
11343,Kings XI Punjab,Kolkata Knight Riders,86,35,186,2,1,0,-1,6.176470588,13,70
11343,Kings XI Punjab,Kolkata Knight Riders,85,41,186,2,1,0,-1,7.028571429,19,70
11343,Kings XI Punjab,Kolkata Knight Riders,84,41,186,2,1,0,-1,6.833333333,19,70
11343,Kings XI Punjab,Kolkata Knight Riders,83,42,186,2,1,0,-1,6.810810811,20,70
11343,Kings XI Punjab,Kolkata Knight Riders,82,48,186,2,1,0,-1,7.578947368,26,70
11343,Kings XI Punjab,Kolkata Knight Riders,81,48,186,2,1,0,-1,7.384615385,26,70
11343,Kings XI Punjab,Kolkata Knight Riders,80,52,186,2,1,0,-1,7.8,30,70
11343,Kings XI Punjab,Kolkata Knight Riders,80,54,186,2,1,0,-1,8.1,32,70
11343,Kings XI Punjab,Kolkata Knight Riders,79,54,186,2,1,0,-1,7.902439024,32,70
11343,Kings XI Punjab,Kolkata Knight Riders,78,55,186,2,1,0,-1,7.857142857,33,70
11343,Kings XI Punjab,Kolkata Knight Riders,77,61,186,2,1,0,-1,8.511627907,39,70
11343,Kings XI Punjab,Kolkata Knight Riders,76,62,186,2,1,0,-1,8.454545455,40,70
11343,Kings XI Punjab,Kolkata Knight Riders,75,63,186,2,1,0,-1,8.4,41,70
11343,Kings XI Punjab,Kolkata Knight Riders,74,67,186,2,1,0,-1,8.739130435,45,70
11343,Kings XI Punjab,Kolkata Knight Riders,73,68,186,2,1,0,-1,8.680851064,46,70
11343,Kings XI Punjab,Kolkata Knight Riders,72,69,186,2,1,0,-1,8.625,47,70
