match_id,batting_team,bowling_team,Balls Remaining,Current Score,Total Score,Wickets,Home,Toss,diff,Runrate,Partnership,Runs per wicket
11341,Chennai Super Kings,Delhi Capitals,119,0,186,0,1,0,1,0,0,4
11341,Chennai Super Kings,Delhi Capitals,118,0,186,0,1,0,1,0,0,4
11341,Chennai Super Kings,Delhi Capitals,117,0,186,0,1,0,1,0,0,4
11341,Chennai Super Kings,Delhi Capitals,116,0,186,0,1,0,1,0,0,4
11341,Chennai Super Kings,Delhi Capitals,115,1,186,0,1,0,1,1.2,1,4
11341,Chennai Super Kings,Delhi Capitals,114,1,186,0,1,0,1,1,1,4
11341,Chennai Super Kings,Delhi Capitals,113,1,186,0,1,0,1,0.857142857,1,4
11341,Chennai Super Kings,Delhi Capitals,112,2,186,0,1,0,1,1.5,2,4
11341,Chennai Super Kings,Delhi Capitals,111,2,186,0,1,0,1,1.333333333,2,4
11341,Chennai Super Kings,Delhi Capitals,110,2,186,0,1,0,1,1.2,2,4
11341,Chennai Super Kings,Delhi Capitals,109,2,186,0,1,0,1,1.090909091,2,4
11341,Chennai Super Kings,Delhi Capitals,108,2,186,0,1,0,1,1,2,4
11341,Chennai Super Kings,Delhi Capitals,107,2,186,0,1,0,1,0.923076923,2,4
11341,Chennai Super Kings,Delhi Capitals,106,2,186,0,1,0,1,0.857142857,2,4
11341,Chennai Super Kings,Delhi Capitals,105,3,186,0,1,0,1,1.2,3,4
11341,Chennai Super Kings,Delhi Capitals,104,3,186,0,1,0,1,1.125,3,4
11341,Chennai Super Kings,Delhi Capitals,103,3,186,0,1,0,1,1.058823529,3,4
11341,Chennai Super Kings,Delhi Capitals,102,3,186,0,1,0,1,1,3,4
11341,Chennai Super Kings,Delhi Capitals,101,4,186,0,1,0,1,1.263157895,4,4
11341,Chennai Super Kings,Delhi Capitals,100,4,186,1,1,0,1,1.2,0,87
11341,Chennai Super Kings,Delhi Capitals,99,5,186,1,1,0,1,1.428571429,1,87
11341,Chennai Super Kings,Delhi Capitals,98,6,186,1,1,0,1,1.636363636,2,87
11341,Chennai Super Kings,Delhi Capitals,97,7,186,1,1,0,1,1.826086957,3,87
11341,Chennai Super Kings,Delhi Capitals,96,7,186,1,1,0,1,1.75,3,87
11341,Chennai Super Kings,Delhi Capitals,95,7,186,1,1,0,1,1.68,3,87
11341,Chennai Super Kings,Delhi Capitals,94,11,186,1,1,0,1,2.538461538,7,87
11341,Chennai Super Kings,Delhi Capitals,93,11,186,1,1,0,1,2.444444444,7,87
11341,Chennai Super Kings,Delhi Capitals,93,13,186,1,1,0,1,2.888888889,9,87
11341,Chennai Super Kings,Delhi Capitals,92,14,186,1,1,0,1,3,10,87
11341,Chennai Super Kings,Delhi Capitals,91,14,186,1,1,0,1,2.896551724,10,87
11341,Chennai Super Kings,Delhi Capitals,90,18,186,1,1,0,1,3.6,14,87
11341,Chennai Super Kings,Delhi Capitals,89,18,186,1,1,0,1,3.483870968,14,87
11341,Chennai Super Kings,Delhi Capitals,88,18,186,1,1,0,1,3.375,14,87
11341,Chennai Super Kings,Delhi Capitals,87,19,186,1,1,0,1,3.454545455,15,87
11341,Chennai Super Kings,Delhi Capitals,86,23,186,1,1,0,1,4.058823529,19,87
11341,Chennai Super Kings,Delhi Capitals,85,27,186,1,1,0,1,4.628571429,23,87
11341,Chennai Super Kings,Delhi Capitals,84,28,186,1,1,0,1,4.666666667,24,87
11341,Chennai Super Kings,Delhi Capitals,83,32,186,1,1,0,1,5.189189189,28,87
11341,Chennai Super Kings,Delhi Capitals,82,34,186,1,1,0,1,5.368421053,30,87
11341,Chennai Super Kings,Delhi Capitals,81,34,186,1,1,0,1,5.230769231,30,87
11341,Chennai Super Kings,Delhi Capitals,80,35,186,1,1,0,1,5.25,31,87
11341,Chennai Super Kings,Delhi Capitals,79,36,186,1,1,0,1,5.268292683,32,87
11341,Chennai Super Kings,Delhi Capitals,78,37,186,1,1,0,1,5.285714286,33,87
11341,Chennai Super Kings,Delhi Capitals,77,38,186,1,1,0,1,5.302325581,34,87
11341,Chennai Super Kings,Delhi Capitals,76,39,186,1,1,0,1,5.318181818,35,87
11341,Chennai Super Kings,Delhi Capitals,75,40,186,1,1,0,1,5.333333333,36,87
11341,Chennai Super Kings,Delhi Capitals,74,40,186,1,1,0,1,5.217391304,36,87
11341,Chennai Super Kings,Delhi Capitals,73,41,186,1,1,0,1,5.234042553,37,87
11341,Chennai Super Kings,Delhi Capitals,72,42,186,1,1,0,1,5.25,38,87
11341,Chennai Super Kings,Delhi Capitals,71,42,186,1,1,0,1,5.142857143,38,87
11341,Chennai Super Kings,Delhi Capitals,70,46,186,1,1,0,1,5.52,42,87
11341,Chennai Super Kings,Delhi Capitals,69,46,186,1,1,0,1,5.411764706,42,87
11341,Chennai Super Kings,Delhi Capitals,68,47,186,1,1,0,1,5.423076923,43,87
11341,Chennai Super Kings,Delhi Capitals,67,51,186,1,1,0,1,5.773584906,47,87
11341,Chennai Super Kings,Delhi Capitals,66,51,186,1,1,0,1,5.666666667,47,87
11341,Chennai Super Kings,Delhi Capitals,65,52,186,1,1,0,1,5.672727273,48,87
11341,Chennai Super Kings,Delhi Capitals,64,52,186,1,1,0,1,5.571428571,48,87
11341,Chennai Super Kings,Delhi Capitals,63,53,186,1,1,0,1,5.578947368,49,87
11341,Chennai Super Kings,Delhi Capitals,62,53,186,1,1,0,1,5.482758621,49,87
11341,Chennai Super Kings,Delhi Capitals,61,54,186,1,1,0,1,5.491525424,50,87
11341,Chennai Super Kings,Delhi Capitals,60,54,186,1,1,0,1,5.4,50,87
11341,Chennai Super Kings,Delhi Capitals,59,55,186,1,1,0,1,5.409836066,51,87
11341,Chennai Super Kings,Delhi Capitals,58,56,186,1,1,0,1,5.419354839,52,87
11341,Chennai Super Kings,Delhi Capitals,57,58,186,1,1,0,1,5.523809524,54,87
11341,Chennai Super Kings,Delhi Capitals,57,60,186,1,1,0,1,5.714285714,56,87
11341,Chennai Super Kings,Delhi Capitals,56,61,186,1,1,0,1,5.71875,57,87
